Creator_ID,Channel_Name,Handle,Platform,Category,Content_Type,Country,Followers,Avg_Views,Monthly_Views,Engagement_Rate,Nox_Score,Target_Age,Target_Gender,Estimated_CPM,Upload_Per_Month,Views_Trend_6M,Last_Upload_Date,Controversy_Flag,Ad_Content_Ratio,Risk_Score,Creator_Tier,Collab_Type_Pref,Created_At,Daily_Views,Thumbnail_URL,Channel_ID,Channel_URL
CR_YT_1396,시네 si-ne,@yt_uc0-yyrd,YouTube,라이프스타일,브이로그,Korea,500000,697211,6274899,5.5,2.2,18-34,Mixed,11522.0,16,유지,2026-03-28,없음,39,4.2,매크로,브랜디드콘텐츠,2026-06-13,222250,https://yt3.ggpht.com/SXdSzdVxP5O0q5Ymbi_fty7Pc8YGOHsRP9CmFtACHCkL8ZQeSc_w-NYknuVVplDJZV5YQfYB=s240-c-k-c0x00ffffff-no-rj,UC0-yyrDjTJ1YFzmV12vEp0Q,https://www.youtube.com/channel/UC0-yyrDjTJ1YFzmV12vEp0Q
CR_YT_1397,노래하는코트,@yt_ucd-sfbu,YouTube,엔터테인먼트,리액션,Korea,500000,143003,1144024,0.59,2.1,18-34,Mixed,10985.0,16,상승,2026-06-13,없음,6,5.0,매크로,브랜디드콘텐츠,2026-06-13,27577,https://yt3.ggpht.com/xbh8pwVBMo42QYb2eqJxavag9-EoWFj9VYD_bibO00k7DmB7DRnIdFGn4hqr1dKMtfiyN26DQnQ=s240-c-k-c0x00ffffff-no-rj,UCd-SfbUz8Xa5ypL_EpL3R0A,https://www.youtube.com/channel/UCd-SfbUz8Xa5ypL_EpL3R0A
CR_YT_1398,Leeby리비,@yt_uci3-5fx,YouTube,라이프스타일,브이로그,Korea,499000,226917,3857589,6.0,3.4,18-34,Mixed,13467.0,20,유지,2026-02-08,없음,11,5.0,매크로,PPL,2026-06-13,97306,https://yt3.ggpht.com/-pgnweUiLlGooCPiQg0qWDDJBu8NqR7HaH7ZBVMahuYboHK34t00mjJWIOtqeO6vdN3GKlvK5g=s240-c-k-c0x00ffffff-no-rj,UCI3-5FX4IrRyniAiUnK1BWQ,https://www.youtube.com/channel/UCI3-5FX4IrRyniAiUnK1BWQ
CR_YT_1399,자우소,@yt_ucmt_lgv,YouTube,라이프스타일,리뷰,Korea,499000,286729,3727477,5.88,4.4,18-34,Mixed,4282.0,12,상승,2026-06-03,없음,23,5.0,매크로,PPL,2026-06-13,114183,https://yt3.ggpht.com/YeOhFXzcbPtw5_SErK8JrE1EMGIwwSfShGHyB0RD7LU7eYycx6stfj1djllZQQrZEQSH2xi-rA=s240-c-k-c0x00ffffff-no-rj,UCMT_LGvfXb16aHYwmJlC7dg,https://www.youtube.com/channel/UCMT_LGvfXb16aHYwmJlC7dg
CR_YT_1400,Dr. Sarang Choi,@yt_ucpfeurw,YouTube,뷰티,뷰티리뷰,Korea,498000,185873,3345714,4.31,3.5,18-34,Female,12453.0,20,유지,2026-03-22,없음,9,5.0,매크로,제품리뷰,2026-06-13,123063,https://yt3.ggpht.com/dFTzK189P3ULXrKCAKnEnUKMBx0njj5N0nuGvtMnLYqKa-k6DjQVXqf7N3UeG98CwB8QLGByoV0=s240-c-k-c0x00ffffff-no-rj,UCpfeuRWA3AMVRjDiBH7MlQQ,https://www.youtube.com/channel/UCpfeuRWA3AMVRjDiBH7MlQQ
CR_YT_1401,뮤직월드 Music World,@yt_uco0yyhf,YouTube,엔터테인먼트,브이로그,Korea,498000,12307,172298,4.56,3.4,18-34,Mixed,4289.0,1,상승,2026-06-12,확인필요,8,2.5,매크로,PPL,2026-06-13,5905,https://yt3.ggpht.com/ziWTkat9Zy30X2fkLKkicQg5qO4776Bdp6XlrEjvtaFr3arP2mSbzVwSxSGYrL1tGdCiJrnhKQ=s240-c-k-c0x00ffffff-no-rj,UCO0yyHfnQ51TOZcnskBZpGQ,https://www.youtube.com/channel/UCO0yyHfnQ51TOZcnskBZpGQ
CR_YT_1402,재이월드,@yt_ucswizjp,YouTube,엔터테인먼트,버라이어티,Korea,498000,47132,612716,6.29,2.8,18-34,Mixed,2283.0,2,유지,2026-05-11,없음,30,4.2,매크로,PPL,2026-06-13,15564,https://yt3.ggpht.com/-B8wp8eCeA5s9Wfs5BGOddZ48q4C8ggApGiT3CKFaTCA9dAgrSu2pJ1pYkefQ2XOXzRz8xqXT-s=s240-c-k-c0x00ffffff-no-rj,UCSwIZJpKy42XIJoDCYcPsIA,https://www.youtube.com/channel/UCSwIZJpKy42XIJoDCYcPsIA
CR_YT_1403,SBS Golf,@yt_uc12xqwc,YouTube,엔터테인먼트,예능,Korea,498000,38260,420860,3.46,2.1,18-34,Mixed,5942.0,4,상승,2026-01-14,없음,15,5.0,매크로,PPL,2026-06-13,19548,https://yt3.ggpht.com/N77t1-8rOvuPVltyDC1JoT4jZcnWy9Y2FdF4B7UMQyqAZSbANtPzRuMur2MgKPSMmNb9dvoQ=s240-c-k-c0x00ffffff-no-rj,UC12XQWcIlaavjjbhh6EeMJw,https://www.youtube.com/channel/UC12XQWcIlaavjjbhh6EeMJw
CR_YT_1404,운동부 둘이 왔어요,@yt_uc__j0wv,YouTube,푸드,쿠킹,Korea,498000,790123,11061722,3.78,4.6,18-34,Mixed,11905.0,12,상승,2026-02-02,없음,34,4.7,매크로,먹방협찬,2026-06-13,311771,https://yt3.ggpht.com/aXSH6CQ8CF5mGsiGENDuIvx33fTa9NM0Ip041rhhRMawihTilCx4LkIOgp8_oyWQEgg4ES-r=s240-c-k-c0x00ffffff-no-rj,UC__J0wvxgqq4kg3i5iTgkLQ,https://www.youtube.com/channel/UC__J0wvxgqq4kg3i5iTgkLQ
CR_YT_1405,뫄옹,@yt_ucigyd4-,YouTube,엔터테인먼트,예능,Korea,498000,1240063,11160567,6.92,4.8,18-34,Mixed,8164.0,20,하락,2026-06-10,없음,30,4.7,매크로,PPL,2026-06-13,276223,https://yt3.ggpht.com/h-lmMyKYEiyQIjZBNCK3vk_ijrGEfHu2ibZvDZazavtWpasdn_t33Oz6wU9uZdF4lVFox3Dq_Mc=s240-c-k-c0x00ffffff-no-rj,UCIgYD4-Y4T67_nT7JyVxdnw,https://www.youtube.com/channel/UCIgYD4-Y4T67_nT7JyVxdnw
CR_YT_1406,fx,@yt_uc6qbhf5,YouTube,엔터테인먼트,브이로그,Korea,498000,90000000,1710000000,7.36,2.5,18-34,Mixed,4111.0,8,상승,2026-05-16,없음,36,4.2,매크로,브랜디드콘텐츠,2026-06-13,50220598,https://yt3.ggpht.com/ytc/AIdro_kOLgR_0hKay77NzMIBmVx06UCUGmTwPOl9J_DU-glAtmc=s240-c-k-c0x00ffffff-no-rj,UC6qbHF5Aql0EbXn52P7ofXA,https://www.youtube.com/channel/UC6qbHF5Aql0EbXn52P7ofXA
CR_YT_1407,캐리TV 어드벤처,@yt_ucdnxd0-,YouTube,여행,여행브이로그,Korea,496000,1000000,18000000,2.64,2.5,25-44,Mixed,9477.0,1,유지,2026-04-15,없음,14,4.0,매크로,PPL,2026-06-13,446949,https://yt3.ggpht.com/nA99lDu1go3M19VUCH2xfnQro7EpR8Z3ShonA6OIer0QcPBEE3947N1xVZBnVdCmCxfvljJB=s240-c-k-c0x00ffffff-no-rj,UCDnXD0-ABYAj6JIOX6QqU2w,https://www.youtube.com/channel/UCDnXD0-ABYAj6JIOX6QqU2w
CR_YT_1408,캬랑Kyaryang,@yt_ucklwaoc,YouTube,엔터테인먼트,브이로그,Korea,495000,1000000,12000000,2.44,3.3,18-34,Mixed,11016.0,16,하락,2026-01-27,없음,13,5.0,매크로,브랜디드콘텐츠,2026-06-13,324406,https://yt3.ggpht.com/ytc/AIdro_mRRK-VnMCpEw9jzsC_SHAqhV8Q9T8bNEf1X33qE7Qeyom3=s240-c-k-c0x00ffffff-no-rj,UCKlwaOCK1FqXMTKv0RlCmfg,https://www.youtube.com/channel/UCKlwaOCK1FqXMTKv0RlCmfg
CR_YT_1409,네자매모먼트 [4sisters],@yt_ucg6n52s,YouTube,엔터테인먼트,버라이어티,Korea,495000,3838120,46057440,2.51,3.4,18-34,Mixed,14742.0,1,유지,2026-04-06,없음,29,3.7,매크로,PPL,2026-06-13,2107191,https://yt3.ggpht.com/UcDa7Zy_CS_AOn949pGCUhR1_uZkmCtSTTLxLAe-5JOnvqDg8Pn7P9Zxe9NFDTQSOFyZ4K07=s240-c-k-c0x00ffffff-no-rj,UCg6N52snDwhatFhprYkVuOQ,https://www.youtube.com/channel/UCg6N52snDwhatFhprYkVuOQ
CR_YT_1410,너만몰라TV,@yt_ucsruxc7,YouTube,엔터테인먼트,버라이어티,Korea,495000,15238,304760,7.49,2.6,18-34,Mixed,5851.0,20,하락,2026-02-19,없음,19,5.0,매크로,PPL,2026-06-13,9177,https://yt3.ggpht.com/ytc/AIdro_n9OAk0hMZMQyoKjosUA_D_hPDX-rKWnBaBFG-9l43-0sRi=s240-c-k-c0x00ffffff-no-rj,UCsRUxc7mcOchfVPQmdP-miQ,https://www.youtube.com/channel/UCsRUxc7mcOchfVPQmdP-miQ
CR_YT_1411,천재이승국 GeniusSKLee,@yt_ucu3bjld,YouTube,엔터테인먼트,예능,Korea,495000,103444,1965436,1.18,3.1,18-34,Mixed,7938.0,8,하락,2026-01-28,없음,22,5.0,매크로,브랜디드콘텐츠,2026-06-13,46927,https://yt3.ggpht.com/ytc/AIdro_mGXyzKK5VCf6y2F_Kj0HwKZRxQCRqSWX7SqEezwokn574=s240-c-k-c0x00ffffff-no-rj,UCu3BjLd03jxTVHXTPqZ77iQ,https://www.youtube.com/channel/UCu3BjLd03jxTVHXTPqZ77iQ
CR_YT_1412,허수아비(scarecrow),@yt_ucyoqiwg,YouTube,뷰티,뷰티리뷰,Korea,494000,130081,1691053,6.08,3.6,18-34,Female,14601.0,20,유지,2026-03-29,없음,22,5.0,매크로,제품리뷰,2026-06-13,48984,https://yt3.ggpht.com/ytc/AIdro_n1A8OhX23BeP6aO_H1FUFCRjFjEUf8Af6xioXHfsv1ilvD=s240-c-k-c0x00ffffff-no-rj,UCyoqIWgyiQmxYiNP_l7KlyQ,https://www.youtube.com/channel/UCyoqIWgyiQmxYiNP_l7KlyQ
CR_YT_1413,Disney Plus Korea 디즈니 플러스 코리아,@yt_uctdz9lw,YouTube,엔터테인먼트,버라이어티,Korea,492000,103383,827064,5.61,5.0,18-34,Mixed,3634.0,4,유지,2026-05-31,없음,20,5.0,매크로,PPL,2026-06-13,24888,https://yt3.ggpht.com/nmkLhTD8nzGBBclFd0qfK4sEP_QuQtET8-UXhM5eIzY2FZigMRwUY6LrzcumQXhglMsyROroDA=s240-c-k-c0x00ffffff-no-rj,UCtdz9LWNNQKUg4Xpma_40Ug,https://www.youtube.com/channel/UCtdz9LWNNQKUg4Xpma_40Ug
CR_YT_1414,예콩이네,@yt_ucz55qc4,YouTube,라이프스타일,일상,Korea,492000,317834,4131842,1.48,4.2,18-34,Mixed,1806.0,20,하락,2026-02-01,없음,14,5.0,매크로,브랜디드콘텐츠,2026-06-13,181585,https://yt3.ggpht.com/ytc/AIdro_lKns9np8ytOX8oYCTfJipZSfmcT-dI4bmRIIHfdULNxhU=s240-c-k-c0x00ffffff-no-rj,UCZ55qC4VYhtjcadp4wO5Wwg,https://www.youtube.com/channel/UCZ55qC4VYhtjcadp4wO5Wwg
CR_YT_1415,미소,@yt_ucyfrop5,YouTube,라이프스타일,브이로그,Korea,491000,68292,1092672,8.3,2.7,18-34,Mixed,2453.0,1,유지,2026-04-15,없음,17,4.0,매크로,PPL,2026-06-13,26727,https://yt3.ggpht.com/B5mdQXVzLrLcXnveFiGz5sDvHyoZPs4BITkUgrzWXRlAMDzglbWEcpav0LCKySymGSDMFVSXMmc=s240-c-k-c0x00ffffff-no-rj,UCyFRoP5pwFPHCv6RrLIHxhA,https://www.youtube.com/channel/UCyFRoP5pwFPHCv6RrLIHxhA
CR_YT_1416,수라 월드 SURA WORLD,@yt_ucl1vuvg,YouTube,라이프스타일,브이로그,Korea,491000,453257,3626056,8.15,4.8,18-34,Mixed,14445.0,12,유지,2026-05-09,없음,37,4.2,매크로,브랜디드콘텐츠,2026-06-13,145810,https://yt3.ggpht.com/ytc/AIdro_kTCK34mZQCwXRWaLm-BWQA-Q8u1Ps1Tf7AP1W5uW34BU0=s240-c-k-c0x00ffffff-no-rj,UCL1VUVgulGLH4idpAE60FFg,https://www.youtube.com/channel/UCL1VUVgulGLH4idpAE60FFg
CR_YT_1417,진똑개 풍이,@yt_uc-603kn,YouTube,라이프스타일,브이로그,Korea,491000,1029411,14411754,6.26,3.6,18-34,Mixed,3526.0,1,상승,2026-03-27,없음,5,4.0,매크로,PPL,2026-06-13,598202,https://yt3.ggpht.com/0r6Ge3dwHBlri5FO7yjDwJR99Lbbvc7V7Ehump96WGeFV8IMX_9eJLMRTclZctzhbljMQRtEmas=s240-c-k-c0x00ffffff-no-rj,UC-603KNB_fvzHP9MpBqSKWg,https://www.youtube.com/channel/UC-603KNB_fvzHP9MpBqSKWg
CR_YT_1418,BoA,@yt_ucyptgd7,YouTube,엔터테인먼트,브이로그,Korea,491000,2781954,55639080,4.9,4.5,18-34,Mixed,5971.0,12,유지,2026-03-14,없음,5,5.0,매크로,PPL,2026-06-13,1837046,https://yt3.ggpht.com/GWHHfyMWAf5xgEVLJtgWGI8Jm4dQ4VPpFisfO96vtc3Yphd782sAu83tEFNDR0lBiaPesWCxTAo=s240-c-k-c0x00ffffff-no-rj,UCYPtgd76D-o15reXD94BIoQ,https://www.youtube.com/channel/UCYPtgd76D-o15reXD94BIoQ
CR_YT_1419,스탐,@yt_ucark9mk,YouTube,피트니스,운동,Korea,490000,157087,2670479,6.3,3.2,25-44,Mixed,9341.0,1,유지,2026-01-20,없음,18,4.0,매크로,제품리뷰,2026-06-13,69769,https://yt3.ggpht.com/5VxzcnJHUj_L_cFKtKKR_iptEyszb81IehcvZmNr62jT3Jvs_PPU9ePJ-wUiu3ilVRs8ZIpOYuc=s240-c-k-c0x00ffffff-no-rj,UCArK9MK34LsQzPJrl5TZmYA,https://www.youtube.com/channel/UCArK9MK34LsQzPJrl5TZmYA
CR_YT_1420,브금대통령[BGM President],@yt_uc7oh_by,YouTube,엔터테인먼트,브이로그,Korea,490000,58565,702780,6.97,4.6,18-34,Mixed,4738.0,16,상승,2026-03-29,없음,23,5.0,매크로,PPL,2026-06-13,26297,https://yt3.ggpht.com/cI3VUfcoTGFLbohmklZ0zIS0OO9tQnCxn19RmnW7x7EenTB6B5-SLc00PZb76DS02TlPKOFHHrk=s240-c-k-c0x00ffffff-no-rj,UC7oH_BYk5rSP0JF7IDn-jRQ,https://www.youtube.com/channel/UC7oH_BYk5rSP0JF7IDn-jRQ
CR_YT_1421,스완SWAN_현실남자뷰티,@yt_uchatucm,YouTube,뷰티,메이크업,Korea,490000,246125,1969000,6.55,3.2,18-34,Female,9295.0,2,하락,2026-03-03,없음,15,4.5,매크로,제품리뷰,2026-06-13,72891,https://yt3.ggpht.com/ghUeV6_FE7oiT4vn-B6M_mzEK5NClTfF-tV3bFZ1LIH7gRwtUepjGeWWN8QiUGmeh8x9bu3n=s240-c-k-c0x00ffffff-no-rj,UChaTUCM7bPBTJaIZQ83PNwQ,https://www.youtube.com/channel/UChaTUCM7bPBTJaIZQ83PNwQ
CR_YT_1422,요조숙녀 두팔짱,@yt_ucvjk_5h,YouTube,엔터테인먼트,버라이어티,Korea,490000,910623,13659345,3.2,2.2,18-34,Mixed,12931.0,4,유지,2026-01-11,없음,7,5.0,매크로,PPL,2026-06-13,406371,https://yt3.ggpht.com/s5hIqUUzLe3Ym16vOvhwoqLCiftxah-rpION8RnkmeFYhQ9_9YW8rOehLQY8wFapjN7qMHyQpQ=s240-c-k-c0x00ffffff-no-rj,UCvjk_5hq5EvpBdAyGVwqCaQ,https://www.youtube.com/channel/UCvjk_5hq5EvpBdAyGVwqCaQ
CR_YT_1423,촌장엔터테인먼트TV,@yt_ucifadko,YouTube,엔터테인먼트,예능,Korea,490000,110148,1431924,6.72,3.0,18-34,Mixed,14511.0,8,상승,2026-02-02,없음,30,4.7,매크로,브랜디드콘텐츠,2026-06-13,54476,https://yt3.ggpht.com/ytc/AIdro_mi9i2WN3dwMarSw0khW9qyD40XUfc4U3AX4JtMBcekDJI=s240-c-k-c0x00ffffff-no-rj,UCIfadKo7fcwSfgARMTz7xzA,https://www.youtube.com/channel/UCIfadKo7fcwSfgARMTz7xzA
CR_YT_1424,DAISY 데이지,@yt_ucireieh,YouTube,뷰티,스킨케어,Korea,489000,111449,1560286,0.64,2.1,18-34,Female,3446.0,2,유지,2026-01-07,없음,8,4.5,매크로,제품리뷰,2026-06-13,64815,https://yt3.ggpht.com/qCKw-owKdhZhdHa7buDKL3ZZBMBwTOti5k81dWdVdYkPt2cByOvRupM1bMznWf6twIk08Hbe=s240-c-k-c0x00ffffff-no-rj,UCIREieh5LH-N-jmZO27U7gA,https://www.youtube.com/channel/UCIREieh5LH-N-jmZO27U7gA
CR_YT_1425,JTBC Life,@yt_uce-gh0j,YouTube,뷰티,스킨케어,Korea,489000,27727,388178,4.15,3.0,18-34,Female,3045.0,16,상승,2026-04-02,없음,18,5.0,매크로,PPL,2026-06-13,10452,https://yt3.ggpht.com/5nKjyQRPJ_dJfoJK7U7-9q5HJsZbR35LX4foIqK9O3qB3FnStfpwdbrRRAmDFG3IW57FTkcBTA=s240-c-k-c0x00ffffff-no-rj,UCe-gh0jfKlR_EvsNyzYphww,https://www.youtube.com/channel/UCe-gh0jfKlR_EvsNyzYphww
CR_YT_1426,Today on the Korean Server,@yt_uc65zdjc,YouTube,라이프스타일,리뷰,Korea,489000,0,0,1.97,3.7,18-34,Mixed,8640.0,8,상승,2026-05-15,없음,36,3.4,매크로,PPL,2026-06-13,0,,UC65ZDJCYI1dwzj48XIeuOBA,https://www.youtube.com/channel/UC65ZDJCYI1dwzj48XIeuOBA
CR_YT_1427,밈고리즘,@yt_ucutus8s,YouTube,엔터테인먼트,버라이어티,Korea,488000,712250,8547000,8.21,2.3,18-34,Mixed,8153.0,4,유지,2026-03-18,확인필요,40,2.7,매크로,PPL,2026-06-13,257344,https://yt3.ggpht.com/baITHua5dRUsA_uNE0uNRCdJt60YJZa7nh5_Z-r-FGor5sk54uo-L0XOKt1WJK6XVJ_SuFiSZg=s240-c-k-c0x00ffffff-no-rj,UCuTUS8srsUXdP1eh6hAV8JA,https://www.youtube.com/channel/UCuTUS8srsUXdP1eh6hAV8JA
CR_YT_1428,션과 함께,@yt_ucvzgymv,YouTube,라이프스타일,리뷰,Korea,488000,297239,3269629,5.84,3.7,18-34,Mixed,3573.0,12,유지,2026-01-14,없음,13,5.0,매크로,PPL,2026-06-13,112673,https://yt3.ggpht.com/C396O9j8n3b7l5qNyaYP8S3ZrVX622efUOjELjGGglGx7wER81Op2qCgI91peeYZPqDRzfoqqrc=s240-c-k-c0x00ffffff-no-rj,UCvzGYMVP5h9CTV8LdtEQUww,https://www.youtube.com/channel/UCvzGYMVP5h9CTV8LdtEQUww
CR_YT_1429,Mellowbeat Seeker,@yt_uco1jhqj,YouTube,엔터테인먼트,예능,Korea,487000,55487,499383,4.11,4.1,18-34,Mixed,14901.0,12,하락,2026-03-15,없음,8,5.0,매크로,PPL,2026-06-13,19424,https://yt3.ggpht.com/9uTb4OoWfzydXnrdeXw5L0D1WPfpVun0HdS1dKXaqURXaEZXkNT_bQyoiVj4crw3ZIwXQIqI5w=s240-c-k-c0x00ffffff-no-rj,UCO1jhQjMhiI0YrHUGHyev7A,https://www.youtube.com/channel/UCO1jhQjMhiI0YrHUGHyev7A
CR_YT_1430,하얀너구리,@yt_ucxu0fpg,YouTube,엔터테인먼트,브이로그,Korea,487000,855649,14546033,0.63,5.0,18-34,Mixed,9169.0,4,하락,2026-03-17,없음,15,5.0,매크로,PPL,2026-06-13,401104,https://yt3.ggpht.com/ED0hkHSRi7Ye8hU1fVZlWBnNAAFa30muIsfllDxq7o7GF2BE416oGBim8In1NY0Z1ZEPrWqdXw=s240-c-k-c0x00ffffff-no-rj,UCxu0fpGZPtRRPv7OQFEPPNw,https://www.youtube.com/channel/UCxu0fpGZPtRRPv7OQFEPPNw
CR_YT_1431,JTBC GOLF,@yt_uchj1azw,YouTube,피트니스,헬스,Korea,487000,46871,749936,6.58,4.2,25-44,Mixed,8072.0,16,상승,2026-05-29,없음,34,4.7,매크로,PPL,2026-06-13,28728,https://yt3.ggpht.com/eGFqh1jpPSdR8OBASRS7Tb4-7tMBwA36TougyENPS1Z0B2z8EP6u8Bz7GTE3JCRiAPw9a__i=s240-c-k-c0x00ffffff-no-rj,UChJ1aZwVkgWAUZqYGYDOWgg,https://www.youtube.com/channel/UChJ1aZwVkgWAUZqYGYDOWgg
CR_YT_1432,혜인 HEYNEE,@yt_ucs0diu9,YouTube,뷰티,뷰티리뷰,Korea,486000,63727,892178,5.05,2.4,18-34,Female,11698.0,12,유지,2026-02-14,없음,11,5.0,매크로,제품리뷰,2026-06-13,34073,https://yt3.ggpht.com/jOreX-V-atBnwRsPY80LyqbjXt9P25CkPD3hGzTaFpMBQo4n7qMv5NWL7q1uvMZzGORVIGjwfA=s240-c-k-c0x00ffffff-no-rj,UCs0dIu9USYQnSyPcekI8Y6A,https://www.youtube.com/channel/UCs0dIu9USYQnSyPcekI8Y6A
CR_YT_1433,맛집남자 foodman,@yt_uceed6ka,YouTube,푸드,먹방,Korea,486000,915354,10068894,7.21,4.4,18-34,Mixed,11756.0,2,유지,2026-04-15,없음,23,4.5,매크로,먹방협찬,2026-06-13,260397,https://yt3.ggpht.com/whH-KPL8Q0fx1DJbHvzS0v6krVQuF4aHOdRxghm6KGsuLKDeUJpdvsVez0Y7YW8MtrAMgYdrYLA=s240-c-k-c0x00ffffff-no-rj,UCeEd6KA0gOX63vIEvsQDS0Q,https://www.youtube.com/channel/UCeEd6KA0gOX63vIEvsQDS0Q
CR_YT_1434,닥신TV,@yt_uclwwly0,YouTube,라이프스타일,리뷰,Korea,485000,147783,2512311,8.42,3.4,18-34,Mixed,6557.0,8,상승,2026-02-14,없음,12,5.0,매크로,브랜디드콘텐츠,2026-06-13,99636,https://yt3.ggpht.com/BqhFUCZlUhM9qN_I2kgoFFYUuidt3ODvDYpclgpXIE1PtueQW5HYEV7evsIKe3JBCQDYVMxI0g=s240-c-k-c0x00ffffff-no-rj,UClwWLY0JLYznXuCLJkB10lQ,https://www.youtube.com/channel/UClwWLY0JLYznXuCLJkB10lQ
CR_YT_1435,Mondo,@yt_ucqc7_so,YouTube,라이프스타일,일상,Korea,485000,112438,2136322,4.99,5.0,18-34,Mixed,5224.0,2,하락,2026-05-14,없음,38,3.7,매크로,PPL,2026-06-13,60609,https://yt3.ggpht.com/JN_BOjnvNdyLHWU63LqKUT07jqvMbgnl6gjBtOxD0VRdW3eVIZXb6gv8VpvgLaRzshSiwCFFIQ=s240-c-k-c0x00ffffff-no-rj,UCqc7_so3xdZJnSlfDjphwpg,https://www.youtube.com/channel/UCqc7_so3xdZJnSlfDjphwpg
CR_YT_1436,자유부인 한가인,@yt_ucvnvuhn,YouTube,라이프스타일,리뷰,Korea,483000,737327,7373270,4.99,2.1,18-34,Mixed,13510.0,20,유지,2026-02-06,없음,23,5.0,매크로,PPL,2026-06-13,285119,https://yt3.ggpht.com/5PJ475g_NWzTbohWC7oKXEctCFyrSgk83dhZBYFcAq4bigYRiEOugreMe8OKyEkSpf2WbRhArg=s240-c-k-c0x00ffffff-no-rj,UCvnVUhn95YfQazC_bc2lU6w,https://www.youtube.com/channel/UCvnVUhn95YfQazC_bc2lU6w
CR_YT_1437,양영태 박사TV,@yt_uc-qsipf,YouTube,교육,정보,Korea,483000,6956,132164,3.97,2.1,25-44,Mixed,11565.0,20,하락,2026-04-22,없음,14,5.0,매크로,제품리뷰,2026-06-13,4830,https://yt3.ggpht.com/ytc/AIdro_n0zEtRmriIquXf7q_Vmj7U9v5msmTdolS0QbiVpqU0Mv8=s240-c-k-c0x00ffffff-no-rj,UC-qSipf88NifyK3Q-gZ8JBw,https://www.youtube.com/channel/UC-qSipf88NifyK3Q-gZ8JBw
CR_YT_1438,유니브클래스,@yt_ucsvqjit,YouTube,교육,스터디,Korea,483000,198555,3573990,6.77,3.1,25-44,Mixed,1556.0,8,상승,2026-04-20,없음,27,4.7,매크로,스폰서십,2026-06-13,105578,https://yt3.ggpht.com/fHBHBLGyohLsdym54g7OqZqcphba5XygiUKnSSPD-w_X9Y4lSYvi7t9OT3IX3Mw_hE8rT6nx3Q=s240-c-k-c0x00ffffff-no-rj,UCSvQJiTYECOrw-AYOr4yzqA,https://www.youtube.com/channel/UCSvQJiTYECOrw-AYOr4yzqA
CR_YT_1439,시수기릿[girit],@yt_ucwycvc0,YouTube,라이프스타일,일상,Korea,482000,300127,2701143,5.99,2.4,18-34,Mixed,5384.0,2,상승,2026-03-10,없음,38,3.7,매크로,PPL,2026-06-13,105381,https://yt3.ggpht.com/HtiPAZ1qkefbe0xvhnPiRXP-IwiiDn_8NGwoCGyFpmz5927Au3y0139UtpZbVqTv10hPRxqJdg=s240-c-k-c0x00ffffff-no-rj,UCWYcVc0rUfQ3hOntgo4NBAA,https://www.youtube.com/channel/UCWYcVc0rUfQ3hOntgo4NBAA
CR_YT_1440,화성인 릴도지,@yt_ucvxklqw,YouTube,엔터테인먼트,버라이어티,Korea,482000,478589,6700246,2.42,4.4,18-34,Mixed,13535.0,4,상승,2026-02-27,없음,37,4.2,매크로,PPL,2026-06-13,240991,https://yt3.ggpht.com/3p4uoCUzDwwIiu09Hyh9CVi-tzhuRtW1i__ZJ8CBJNIMT6l15qPj_lK5vs9VfJKZ1wBLK1apgyU=s240-c-k-c0x00ffffff-no-rj,UCVxKlQwXqxikSR391nMyj0w,https://www.youtube.com/channel/UCVxKlQwXqxikSR391nMyj0w
CR_YT_1441,Wanhee 완희,@yt_ucoual_e,YouTube,라이프스타일,리뷰,Korea,481000,141171,1129368,7.32,3.3,18-34,Mixed,1300.0,8,유지,2026-01-20,확인필요,29,3.2,매크로,PPL,2026-06-13,26523,https://yt3.ggpht.com/U1FdMg9GVBTr88b2DhgGwf8dFqEBOHcSi7tSquvMCdH2TzCadCfICVb1sgjfzwLiNVg9EYJ8hg=s240-c-k-c0x00ffffff-no-rj,UCOual_eH_ddguQGKbWc36YQ,https://www.youtube.com/channel/UCOual_eH_ddguQGKbWc36YQ
CR_YT_1442,정희원의 저속노화,@yt_ucxrsqfy,YouTube,교육,스터디,Korea,481000,163772,1473948,7.01,3.0,25-44,Mixed,1460.0,20,하락,2026-01-21,확인필요,6,3.5,매크로,스폰서십,2026-06-13,57376,https://yt3.ggpht.com/WOgKP3I-O6K9MZK1S6FgFUuEuVMTkmXCDr5L1ahJ20u-axdlYGjRyWkCisCc8s9Xu1NOsLYaVQ=s240-c-k-c0x00ffffff-no-rj,UCxRSQfYmcVEI5jP3sOwnlpw,https://www.youtube.com/channel/UCxRSQfYmcVEI5jP3sOwnlpw
CR_YT_1443,판슥,@yt_ucjadtyd,YouTube,라이프스타일,브이로그,Korea,481000,778301,9339612,1.09,4.2,18-34,Mixed,3069.0,1,하락,2026-04-16,없음,34,3.7,매크로,브랜디드콘텐츠,2026-06-13,355186,https://yt3.ggpht.com/-mGewYRb2oewx-afJCXeVWMNtI6DBpGRcha6nBAJfpkc0rTLGEpUeLoiWFHEeOOuCrbarO73=s240-c-k-c0x00ffffff-no-rj,UCJAdTYDtCy5KAjkgXt3fJeg,https://www.youtube.com/channel/UCJAdTYDtCy5KAjkgXt3fJeg
